title|raw_text|meal_type|cultural_restriction|calories|allergies
 Shakarkandi ki chaat (Indian sweet potato salad) - 250 calories per portion, 2 portions, no allergic warnings, origin|"39. Shakarkandi ki chaat (Indian sweet potato salad) - 250 calories per portion, 2 portions, no allergic warnings, origin: India
"|breakfast|halal|250.0|
 Dutch baby pancake with lemon and sugar - 400 calories per portion, 2 portions, contains gluten, origin|"40. Dutch baby pancake with lemon and sugar - 400 calories per portion, 2 portions, contains gluten, origin: Netherlands

"|breakfast|halal|400.0|contains gluten
 Breakfast tacos - 450 calories per portion, 2 portions, contains gluten, origin|"41. Breakfast tacos - 450 calories per portion, 2 portions, contains gluten, origin: Mexico
"|breakfast|halal|450.0|contains gluten
 Turkish borek (savory pastry) filled with cheese - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"42. Turkish borek (savory pastry) filled with cheese - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Turkey
"|breakfast|halal|350.0|contains gluten and dairy
 Corned beef hash - 400 calories per portion, 2 portions, no allergic warnings, origin|"43. Corned beef hash - 400 calories per portion, 2 portions, no allergic warnings, origin: United States
"|breakfast|halal|400.0|
 Japanese tamagoyaki (rolled omelette) with rice - 350 calories per portion, 2 portions, no allergic warnings, origin|"44. Japanese tamagoyaki (rolled omelette) with rice - 350 calories per portion, 2 portions, no allergic warnings, origin: Japan
"|breakfast|halal|350.0|
 Bagel with cream cheese and smoked salmon - 450 calories per portion, 1 portion, contains gluten and dairy, origin|"45. Bagel with cream cheese and smoked salmon - 450 calories per portion, 1 portion, contains gluten and dairy, origin: United States
"|breakfast|halal|450.0|contains gluten and dairy
 Egg and cheese breakfast sandwich - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"46. Egg and cheese breakfast sandwich - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Various
"|breakfast|halal|350.0|contains gluten and dairy
 Breakfast bruschetta - 300 calories per portion, 2 portions, contains gluten, origin|"47. Breakfast bruschetta - 300 calories per portion, 2 portions, contains gluten, origin: Italy
"|breakfast|halal|300.0|contains gluten
 Sourdough toast with nut butter and banana - 350 calories per portion, 1 portion, contains gluten and nuts, origin|"48. Sourdough toast with nut butter and banana - 350 calories per portion, 1 portion, contains gluten and nuts, origin: Various
"|breakfast|halal|350.0|contains gluten and nuts
 Indian dosa with coconut chutney - 400 calories per portion, 2 portions, contains gluten, origin|"49. Indian dosa with coconut chutney - 400 calories per portion, 2 portions, contains gluten, origin: India
"|breakfast|halal|400.0|contains gluten
 Shakriya (Lebanese rice pudding) - 300 calories per portion, 2 portions, contains dairy, origin|"50. Shakriya (Lebanese rice pudding) - 300 calories per portion, 2 portions, contains dairy, origin: Lebanon

"|breakfast|halal|300.0|contains dairy
 Moroccan msemen (thin layered pastry) with honey - 350 calories per portion, 2 portions, contains gluten, origin|"51. Moroccan msemen (thin layered pastry) with honey - 350 calories per portion, 2 portions, contains gluten, origin: Morocco
"|breakfast|halal|350.0|contains gluten
 Vegemite on toast - 150 calories per portion, 1 portion, contains gluten, origin|"52. Vegemite on toast - 150 calories per portion, 1 portion, contains gluten, origin: Australia
"|breakfast|halal|150.0|contains gluten
 Pancake cereal - 500 calories per portion, 2 portions, contains gluten and dairy, origin|"53. Pancake cereal - 500 calories per portion, 2 portions, contains gluten and dairy, origin: United States
"|breakfast|halal|500.0|contains gluten and dairy
 German-style potato pancakes with applesauce - 350 calories per portion, 2 portions, contains gluten, origin|"54. German-style potato pancakes with applesauce - 350 calories per portion, 2 portions, contains gluten, origin: Germany
"|breakfast|halal|350.0|contains gluten
 Nigerian moi moi (bean pudding) - 300 calories per portion, 2 portions, no allergic warnings, origin|"55. Nigerian moi moi (bean pudding) - 300 calories per portion, 2 portions, no allergic warnings, origin: Nigeria
"|breakfast|halal|300.0|
 Apple cinnamon oatmeal bake - 300 calories per portion, 2 portions, contains gluten, origin|"56. Apple cinnamon oatmeal bake - 300 calories per portion, 2 portions, contains gluten, origin: United States
"|breakfast|halal|300.0|contains gluten
 Rice porridge with cinnamon and sugar - 300 calories per portion, 2 portions, no allergic warnings, origin|"57. Rice porridge with cinnamon and sugar - 300 calories per portion, 2 portions, no allergic warnings, origin: Various
"|breakfast|halal|300.0|
 Mexican sweet corn pancakes - 400 calories per portion, 2 portions, contains gluten, origin|"58. Mexican sweet corn pancakes - 400 calories per portion, 2 portions, contains gluten, origin: Mexico
"|breakfast|halal|400.0|contains gluten
 Italian breakfast panini with prosciutto and mozzarella - 400 calories per portion, 1 portion, contains gluten and dairy, origin|"59. Italian breakfast panini with prosciutto and mozzarella - 400 calories per portion, 1 portion, contains gluten and dairy, origin: Italy
"|breakfast|halal|400.0|contains gluten and dairy
 Indian poha cutlet - 300 calories per portion, 2 portions, contains gluten, origin|"60. Indian poha cutlet - 300 calories per portion, 2 portions, contains gluten, origin: India

"|breakfast|halal|300.0|contains gluten
 Scottish porridge with honey and berries - 300 calories per portion, 2 portions, no allergic warnings, origin|"61. Scottish porridge with honey and berries - 300 calories per portion, 2 portions, no allergic warnings, origin: Scotland
"|breakfast|halal|300.0|
 Cheesy scrambled eggs - 350 calories per portion, 1 portion, contains dairy, origin|"62. Cheesy scrambled eggs - 350 calories per portion, 1 portion, contains dairy, origin: Various
"|breakfast|halal|350.0|contains dairy
 Indonesian nasi goreng (fried rice) - 400 calories per portion, 2 portions, no allergic warnings, origin|"63. Indonesian nasi goreng (fried rice) - 400 calories per portion, 2 portions, no allergic warnings, origin: Indonesia
"|breakfast|halal|400.0|
 Peach and almond smoothie - 250 calories per portion, 1 portion, may contain nuts, origin|"64. Peach and almond smoothie - 250 calories per portion, 1 portion, may contain nuts, origin: Various
"|breakfast|halal|250.0|
 Congee (Chinese rice porridge) with century eggs - 300 calories per portion, 2 portions, no allergic warnings, origin|"65. Congee (Chinese rice porridge) with century eggs - 300 calories per portion, 2 portions, no allergic warnings, origin: China
"|breakfast|halal|300.0|
 Chilean completo (hot dog with toppings) - 400 calories per portion, 1 portion, contains gluten, origin|"66. Chilean completo (hot dog with toppings) - 400 calories per portion, 1 portion, contains gluten, origin: Chile
"|breakfast|halal|400.0|contains gluten
 Syrian ka'ak (sesame bread rings) - 250 calories per portion, 1 portion, contains gluten, origin|"67. Syrian ka'ak (sesame bread rings) - 250 calories per portion, 1 portion, contains gluten, origin: Syria
"|breakfast|halal|250.0|contains gluten
 South Indian idli with sambar - 400 calories per portion, 2 portions, contains gluten, origin|"68. South Indian idli with sambar - 400 calories per portion, 2 portions, contains gluten, origin: India
"|breakfast|halal|400.0|contains gluten
 Russian syrniki (cottage cheese pancakes) - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"69. Russian syrniki (cottage cheese pancakes) - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Russia
"|breakfast|halal|350.0|contains gluten and dairy
 Venezuelan arepas with cheese and avocado - 400 calories per portion, 1 portion, contains gluten and dairy, origin|"70. Venezuelan arepas with cheese and avocado - 400 calories per portion, 1 portion, contains gluten and dairy, origin: Venezuela

"|breakfast|halal|400.0|contains gluten and dairy
 British eggy soldiers - 250 calories per portion, 1 portion, contains gluten, origin|"71. British eggy soldiers - 250 calories per portion, 1 portion, contains gluten, origin: United Kingdom
"|breakfast|halal|250.0|contains gluten
 Irish soda bread with butter and jam - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"72. Irish soda bread with butter and jam - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Ireland
"|breakfast|halal|350.0|contains gluten and dairy
 Thai mango sticky rice - 400 calories per portion, 2 portions, no allergic warnings, origin|"73. Thai mango sticky rice - 400 calories per portion, 2 portions, no allergic warnings, origin: Thailand
"|breakfast|halal|400.0|
 Middle Eastern labneh with za'atar and bread - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"74. Middle Eastern labneh with za'atar and bread - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Middle East
"|breakfast|halal|350.0|contains gluten and dairy
 Turkish acma (soft bread rings) with feta cheese - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"75. Turkish acma (soft bread rings) with feta cheese - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Turkey
"|breakfast|halal|400.0|contains gluten and dairy
 Malaysian nasi lemak (coconut rice with condiments) - 500 calories per portion, 2 portions, contains gluten, origin|"76. Malaysian nasi lemak (coconut rice with condiments) - 500 calories per portion, 2 portions, contains gluten, origin: Malaysia
"|breakfast|halal|500.0|contains gluten
 Swedish pancakes with lingonberry jam - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"77. Swedish pancakes with lingonberry jam - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Sweden
"|breakfast|halal|400.0|contains gluten and dairy
 Filipino champorado (chocolate rice porridge) - 300 calories per portion, 2 portions, contains gluten, origin|"78. Filipino champorado (chocolate rice porridge) - 300 calories per portion, 2 portions, contains gluten, origin: Philippines
"|breakfast|halal|300.0|contains gluten
 Lebanese fatteh (pita chips soaked in yogurt and topped with nuts) - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"79. Lebanese fatteh (pita chips soaked in yogurt and topped with nuts) - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Lebanon
"|breakfast|halal|400.0|contains gluten and dairy
 Egyptian foul medames (fava bean stew) - 300 calories per portion, 2 portions, no allergic warnings, origin|"80. Egyptian foul medames (fava bean stew) - 300 calories per portion, 2 portions, no allergic warnings, origin: Egypt

"|breakfast|halal|300.0|
 Polish jajecznica (scrambled eggs with kielbasa) - 400 calories per portion, 2 portions, no allergic warnings, origin|"81. Polish jajecznica (scrambled eggs with kielbasa) - 400 calories per portion, 2 portions, no allergic warnings, origin: Poland
"|breakfast|halal|400.0|
 Singaporean kaya toast - 300 calories per portion, 2 portions, contains gluten and dairy, origin|"82. Singaporean kaya toast - 300 calories per portion, 2 portions, contains gluten and dairy, origin: Singapore
"|breakfast|halal|300.0|contains gluten and dairy
 Israeli shakshuka with feta cheese - 400 calories per portion, 2 portions, contains dairy, origin|"83. Israeli shakshuka with feta cheese - 400 calories per portion, 2 portions, contains dairy, origin: Israel
"|breakfast|halal|400.0|contains dairy
 Brazilian tapioca pancake filled with cheese - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"84. Brazilian tapioca pancake filled with cheese - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Brazil
"|breakfast|halal|400.0|contains gluten and dairy
 Sri Lankan hoppers with coconut sambol - 400 calories per portion, 2 portions, contains gluten, origin|"85. Sri Lankan hoppers with coconut sambol - 400 calories per portion, 2 portions, contains gluten, origin: Sri Lanka
"|breakfast|halal|400.0|contains gluten
 Mexican churros with hot chocolate dipping sauce - 500 calories per portion, 2 portions, contains gluten, origin|"86. Mexican churros with hot chocolate dipping sauce - 500 calories per portion, 2 portions, contains gluten, origin: Mexico
"|breakfast|halal|500.0|contains gluten
 Rwandan akabenz (fried plantains) with yogurt - 350 calories per portion, 2 portions, contains dairy, origin|"87. Rwandan akabenz (fried plantains) with yogurt - 350 calories per portion, 2 portions, contains dairy, origin: Rwanda
"|breakfast|halal|350.0|contains dairy
 Jamaican ackee and saltfish with Johnny cakes - 450 calories per portion, 2 portions, contains gluten, origin|"88. Jamaican ackee and saltfish with Johnny cakes - 450 calories per portion, 2 portions, contains gluten, origin: Jamaica
"|breakfast|halal|450.0|contains gluten
 Finnish Karelian pasties with egg butter - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"89. Finnish Karelian pasties with egg butter - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Finland
"|breakfast|halal|350.0|contains gluten and dairy
 Iranian kaleh pacheh (sheep's head and hoof soup) - 500 calories per portion, 2 portions, no allergic warnings, origin|"90. Iranian kaleh pacheh (sheep's head and hoof soup) - 500 calories per portion, 2 portions, no allergic warnings, origin: Iran

"|breakfast|halal|500.0|
 Afghan bolani (stuffed flatbread) with yogurt sauce - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"91. Afghan bolani (stuffed flatbread) with yogurt sauce - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Afghanistan
"|breakfast|halal|350.0|contains gluten and dairy
 Vietnamese banh mi sandwich with eggs - 400 calories per portion, 2 portions, contains gluten, origin|"92. Vietnamese banh mi sandwich with eggs - 400 calories per portion, 2 portions, contains gluten, origin: Vietnam
"|breakfast|halal|400.0|contains gluten
 Nigerian plantain porridge - 400 calories per portion, 2 portions, no allergic warnings, origin|"93. Nigerian plantain porridge - 400 calories per portion, 2 portions, no allergic warnings, origin: Nigeria
"|breakfast|halal|400.0|
 Egyptian feteer meshaltet (layered pastry) with honey - 400 calories per portion, 2 portions, contains gluten, origin|"94. Egyptian feteer meshaltet (layered pastry) with honey - 400 calories per portion, 2 portions, contains gluten, origin: Egypt
"|breakfast|halal|400.0|contains gluten
 Haitian pain patate (sweet potato bread) - 350 calories per portion, 2 portions, contains gluten, origin|"95. Haitian pain patate (sweet potato bread) - 350 calories per portion, 2 portions, contains gluten, origin: Haiti
"|breakfast|halal|350.0|contains gluten
 Iraqi masgouf (grilled fish) with flatbread - 400 calories per portion, 2 portions, contains gluten, origin|"96. Iraqi masgouf (grilled fish) with flatbread - 400 calories per portion, 2 portions, contains gluten, origin: Iraq
"|breakfast|halal|400.0|contains gluten
 Bangladeshi panta bhat (fermented rice) with fried hilsa fish - 400 calories per portion, 2 portions, contains gluten, origin|"97. Bangladeshi panta bhat (fermented rice) with fried hilsa fish - 400 calories per portion, 2 portions, contains gluten, origin: Bangladesh
"|breakfast|halal|400.0|contains gluten
 Maltese pastizzi (ricotta-filled pastries) - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"98. Maltese pastizzi (ricotta-filled pastries) - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Malta
"|breakfast|halal|400.0|contains gluten and dairy
