|title|raw_text|meal_type|cultural_restriction
90| Persian barbari bread with feta and cucumber (450kcals per portion, 2 portions, origin|"91. Persian barbari bread with feta and cucumber (450kcals per portion, 2 portions, origin: Iran)
"|breakfast|halal
91| Brazilian tapioca crepes with coconut and condensed milk (400kcals per portion, 2 portions, dairy allergies, origin|"92. Brazilian tapioca crepes with coconut and condensed milk (400kcals per portion, 2 portions, dairy allergies, origin: Brazil)
"|breakfast|halal
92| Moroccan baghrir (semolina pancakes) with honey and melted butter (350kcals per portion, 2 portions, origin|"93. Moroccan baghrir (semolina pancakes) with honey and melted butter (350kcals per portion, 2 portions, origin: Morocco)
"|breakfast|halal
93| Spanish tortilla de patatas (potato omelet) with aioli (450kcals per portion, 2 portions, origin|"94. Spanish tortilla de patatas (potato omelet) with aioli (450kcals per portion, 2 portions, origin: Spain)
"|breakfast|halal
94| Mexican molletes with refried beans, cheese, and salsa (400kcals per portion, 2 portions, origin|"95. Mexican molletes with refried beans, cheese, and salsa (400kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
95| Turkish borek with feta and spinach (350kcals per portion, 2 portions, origin|"96. Turkish borek with feta and spinach (350kcals per portion, 2 portions, origin: Turkey)
"|breakfast|halal
96| Lebanese markouk bread with za'atar and olive oil (450kcals per portion, 2 portions, origin|"97. Lebanese markouk bread with za'atar and olive oil (450kcals per portion, 2 portions, origin: Lebanon)
"|breakfast|halal
97| Japanese tamagoyaki (rolled omelet) with soy sauce (400kcals per portion, 2 portions, soy allergies, origin|"98. Japanese tamagoyaki (rolled omelet) with soy sauce (400kcals per portion, 2 portions, soy allergies, origin: Japan)
"|breakfast|halal
98| South African melktert (milk tart) with cinnamon (350kcals per portion, 2 portions, origin|"99. South African melktert (milk tart) with cinnamon (350kcals per portion, 2 portions, origin: South Africa)
"|breakfast|halal
99| Vietnamese bánh cuốn (steamed rice rolls) with ground pork and mushrooms (500kcals per portion, 2 portions, origin|"100. Vietnamese bánh cuốn (steamed rice rolls) with ground pork and mushrooms (500kcals per portion, 2 portions, origin: Vietnam)

Please note that the given portions, calorie counts, and dietary warnings are approximate, and it is always recommended to double-check the ingredients and consult with a nutritionist or healthcare professional for personalized diet recommendations."|breakfast|halal
0| Avocado Toast|"1. Avocado Toast: 200kcals per portion, 1 portion, contains gluten (from bread), originated in the United States.
"|breakfast|halal
1| Greek Yogurt with Berries|"2. Greek Yogurt with Berries: 150kcals per portion, 1 portion, lactose-free, originated in Greece.
"|breakfast|halal
2| Overnight Chia Pudding|"3. Overnight Chia Pudding: 250kcals per portion, 1 portion, contains nuts, originated in Mexico.
"|breakfast|halal
3| Omelette with Spinach and Feta|"4. Omelette with Spinach and Feta: 300kcals per portion, 1 portion, contains dairy, originated in France.
"|breakfast|halal
4| Healthy Fruit Salad|"5. Healthy Fruit Salad: 100kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
5| Scrambled Eggs with Smoked Salmon|"6. Scrambled Eggs with Smoked Salmon: 350kcals per portion, 1 portion, contains dairy and fish, originated in the United States.
"|breakfast|halal
6| Pancakes with Maple Syrup|"7. Pancakes with Maple Syrup: 400kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
7| Shakshuka|"8. Shakshuka: 300kcals per portion, 1 portion, allergy-free, originated in Tunisia.
"|breakfast|halal
8| Breakfast Burrito|"9. Breakfast Burrito: 500kcals per portion, 1 portion, contains gluten and dairy, originated in Mexico.
"|breakfast|halal
9| Veggie Oatmeal Bowl|"10. Veggie Oatmeal Bowl: 350kcals per portion, 1 portion, allergy-free, originated worldwide.

"|breakfast|halal
10| French Toast|"11. French Toast: 300kcals per portion, 1 portion, contains gluten and dairy, originated in France.
"|breakfast|halal
11| Smashed Avocado and Egg Toast|"12. Smashed Avocado and Egg Toast: 400kcals per portion, 1 portion, contains gluten, originated in Australia.
"|breakfast|halal
12| Quinoa Breakfast Bowl|"13. Quinoa Breakfast Bowl: 400kcals per portion, 1 portion, allergy-free, originated in Peru.
"|breakfast|halal
13| Homemade Granola with Yogurt|"14. Homemade Granola with Yogurt: 350kcals per portion, 1 portion, contains nuts and dairy, originated worldwide.
"|breakfast|halal
14| Huevos Rancheros|"15. Huevos Rancheros: 400kcals per portion, 1 portion, contains gluten and dairy, originated in Mexico.
"|breakfast|halal
15| Banana and Almond Butter Toast|"16. Banana and Almond Butter Toast: 250kcals per portion, 1 portion, contains gluten and nuts, originated worldwide.
"|breakfast|halal
16| Waffles with Strawberries and Whipped Cream|"17. Waffles with Strawberries and Whipped Cream: 500kcals per portion, 1 portion, contains gluten and dairy, originated in Belgium.
"|breakfast|halal
17| Sausage and Egg Breakfast Sandwich|"18. Sausage and Egg Breakfast Sandwich: 450kcals per portion, 1 portion, contains gluten and dairy, originated worldwide.
"|breakfast|halal
18| Acai Bowl|"19. Acai Bowl: 300kcals per portion, 1 portion, allergy-free, originated in Brazil.
"|breakfast|halal
19| Eggs Benedict|"20. Eggs Benedict: 550kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.

"|breakfast|halal
20| Turkish Breakfast Platter|"21. Turkish Breakfast Platter: 500kcals per portion, 1 portion, contains dairy, originated in Turkey.
"|breakfast|halal
21| Breakfast Quesadilla|"22. Breakfast Quesadilla: 400kcals per portion, 1 portion, contains gluten and dairy, originated in Mexico.
"|breakfast|halal
22| Zucchini Fritters with Yogurt Sauce|"23. Zucchini Fritters with Yogurt Sauce: 350kcals per portion, 1 portion, contains gluten and dairy, originated in Greece.
"|breakfast|halal
23| English Breakfast|"24. English Breakfast: 600kcals per portion, 1 portion, contains gluten and dairy, originated in the United Kingdom.
"|breakfast|halal
24| Fruit Smoothie Bowl|"25. Fruit Smoothie Bowl: 300kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
25| Bacon and Egg Muffins|"26. Bacon and Egg Muffins: 450kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
26| Nutella Stuffed French Toast|"27. Nutella Stuffed French Toast: 550kcals per portion, 1 portion, contains gluten and dairy, originated in France.
"|breakfast|halal
27| Congee|"28. Congee: 200kcals per portion, 1 portion, allergy-free, originated in China.
"|breakfast|halal
28| Breakfast Bruschetta|"29. Breakfast Bruschetta: 350kcals per portion, 1 portion, contains gluten, originated in Italy.
"|breakfast|halal
29| Oatmeal with Fresh Berries|"30. Oatmeal with Fresh Berries: 250kcals per portion, 1 portion, allergy-free, originated worldwide.

"|breakfast|halal
30| Bagel with Cream Cheese and Smoked Salmon|"31. Bagel with Cream Cheese and Smoked Salmon: 400kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
31| Aloo Paratha|"32. Aloo Paratha: 300kcals per portion, 1 portion, contains gluten, originated in India.
"|breakfast|halal
32| Breakfast Sushi|"33. Breakfast Sushi: 350kcals per portion, 1 portion, contains gluten, originated in Japan.
"|breakfast|halal
33| Shakshuka with Feta Cheese|"34. Shakshuka with Feta Cheese: 400kcals per portion, 1 portion, contains dairy, originated in Tunisia.
"|breakfast|halal
34| Cheesy Egg and Bacon Casserole|"35. Cheesy Egg and Bacon Casserole: 500kcals per portion, 1 portion, contains dairy, originated in the United States.
"|breakfast|halal
35| Sweet Potato and Spinach Breakfast Hash|"36. Sweet Potato and Spinach Breakfast Hash: 350kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
36| Chia Seed Pancakes|"37. Chia Seed Pancakes: 400kcals per portion, 1 portion, contains gluten, originated in the United States.
"|breakfast|halal
37| Egg and Cheese Breakfast Taco|"38. Egg and Cheese Breakfast Taco: 250kcals per portion, 1 portion, contains gluten and dairy, originated in Mexico.
"|breakfast|halal
38| Quiche Lorraine|"39. Quiche Lorraine: 550kcals per portion, 1 portion, contains gluten and dairy, originated in France.
"|breakfast|halal
39| Breakfast Couscous with Fresh Fruit|"40. Breakfast Couscous with Fresh Fruit: 300kcals per portion, 1 portion, allergy-free, originated in Morocco.

"|breakfast|halal
40| Dutch Baby Pancake|"41. Dutch Baby Pancake: 450kcals per portion, 1 portion, contains gluten and dairy, originated in Germany.
"|breakfast|halal
41| Vegetable Omelette with Hash Browns|"42. Vegetable Omelette with Hash Browns: 400kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
42| Smoked Salmon Bagel Sandwich|"43. Smoked Salmon Bagel Sandwich: 550kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
43| Turkish Menemen|"44. Turkish Menemen: 300kcals per portion, 1 portion, allergy-free, originated in Turkey.
"|breakfast|halal
44| Breakfast Tacos with Avocado Salsa|"45. Breakfast Tacos with Avocado Salsa: 400kcals per portion, 1 portion, contains gluten, originated in Mexico.
"|breakfast|halal
45| Veggie Breakfast Quinoa|"46. Veggie Breakfast Quinoa: 350kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
46| Blueberry Pancakes|"47. Blueberry Pancakes: 500kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
47| Sausage Gravy and Biscuits|"48. Sausage Gravy and Biscuits: 550kcals per portion, 1 portion, contains gluten, originated in the United States.
"|breakfast|halal
48| Breakfast Bibimbap|"49. Breakfast Bibimbap: 400kcals per portion, 1 portion, allergy-free, originated in South Korea.
"|breakfast|halal
49| Tropical Smoothie|"50. Tropical Smoothie: 250kcals per portion, 1 portion, allergy-free, originated worldwide.

"|breakfast|halal
50| Breakfast Sausage and Egg Casserole|"51. Breakfast Sausage and Egg Casserole: 500kcals per portion, 1 portion, contains dairy, originated in the United States.
"|breakfast|halal
51| Japanese Souffle Pancakes|"52. Japanese Souffle Pancakes: 400kcals per portion, 1 portion, contains gluten and dairy, originated in Japan.
"|breakfast|halal
52| Moroccan Shakshuka|"53. Moroccan Shakshuka: 350kcals per portion, 1 portion, allergy-free, originated in Morocco.
"|breakfast|halal
53| Spinach and Feta Breakfast Wrap|"54. Spinach and Feta Breakfast Wrap: 450kcals per portion, 1 portion, contains gluten and dairy, originated worldwide.
"|breakfast|halal
54| Homemade Cinnamon Rolls|"55. Homemade Cinnamon Rolls: 600kcals per portion, 1 portion, contains gluten and dairy, originated worldwide.
"|breakfast|halal
55| Egg White Omelette with Veggies|"56. Egg White Omelette with Veggies: 300kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
56| Breakfast Pizza|"57. Breakfast Pizza: 550kcals per portion, 1 portion, contains gluten and dairy, originated in Italy.
"|breakfast|halal
57| Turkish Menemen with Feta Cheese|"58. Turkish Menemen with Feta Cheese: 400kcals per portion, 1 portion, contains dairy, originated in Turkey.
"|breakfast|halal
58| Waffle Breakfast Sandwich|"59. Waffle Breakfast Sandwich: 450kcals per portion, 1 portion, contains gluten and dairy, originated worldwide.
"|breakfast|halal
59| Quinoa Porridge with Caramelized Bananas|"60. Quinoa Porridge with Caramelized Bananas: 350kcals per portion, 1 portion, allergy-free, originated worldwide.

"|breakfast|halal
60| Shakshuka with Spinach|"61. Shakshuka with Spinach: 300kcals per portion, 1 portion, allergy-free, originated in Tunisia.
"|breakfast|halal
61| Mediterranean Breakfast Wraps|"62. Mediterranean Breakfast Wraps: 400kcals per portion, 1 portion, contains gluten and dairy, originated in Mediterranean countries.
"|breakfast|halal
62| Belgian Liege Waffles|"63. Belgian Liege Waffles: 550kcals per portion, 1 portion, contains gluten and dairy, originated in Belgium.
"|breakfast|halal
63| Egg Stuffed Peppers|"64. Egg Stuffed Peppers: 350kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
64| Cheddar and Herb Quiche|"65. Cheddar and Herb Quiche: 500kcals per portion, 1 portion, contains gluten and dairy, originated in France.
"|breakfast|halal
65| Avocado and Egg Breakfast Salad|"66. Avocado and Egg Breakfast Salad: 400kcals per portion, 1 portion, dairy-free, originated worldwide.
"|breakfast|halal
66| Lemon Poppy Seed Pancakes|"67. Lemon Poppy Seed Pancakes: 450kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
67| Turkish Borek|"68. Turkish Borek: 400kcals per portion, 1 portion, contains gluten, originated in Turkey.
"|breakfast|halal
68| Breakfast Nachos|"69. Breakfast Nachos: 550kcals per portion, 1 portion, contains gluten and dairy, originated in the United States.
"|breakfast|halal
69| Tofu Scramble|"70. Tofu Scramble: 300kcals per portion, 1 portion, allergy-free, originated worldwide.

"|breakfast|halal
70| English Muffin Breakfast Pizza|"71. English Muffin Breakfast Pizza: 400kcals per portion, 1 portion, contains gluten, originated in the United States.
"|breakfast|halal
71| Veggie Breakfast Burritos|"72. Veggie Breakfast Burritos: 450kcals per portion, 1 portion, contains gluten and dairy, originated in Mexico.
"|breakfast|halal
72| Turkish Poached Eggs with Yogurt|"73. Turkish Poached Eggs with Yogurt: 400kcals per portion, 1 portion, contains dairy, originated in Turkey.
"|breakfast|halal
73| Spanish Tortilla|"74. Spanish Tortilla: 550kcals per portion, 1 portion, allergy-free, originated in Spain.
"|breakfast|halal
74| Chia Seed Pudding Parfait|"75. Chia Seed Pudding Parfait: 300kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
75| Breakfast Stuffed Peppers|"76. Breakfast Stuffed Peppers: 400kcals per portion, 1 portion, contains gluten, originated worldwide.
"|breakfast|halal
76| Baked Eggs in Avocado|"77. Baked Eggs in Avocado: 350kcals per portion, 1 portion, allergy-free, originated worldwide.
"|breakfast|halal
77| Turkish Gozleme|"78. Turkish Gozleme: 500kcals per portion, 1 portion, contains gluten and dairy, originated in Turkey.
"|breakfast|halal
78| Breakfast Tostadas|"79. Breakfast Tostadas: 450kcals per portion, 1 portion, contains gluten, originated in Mexico.
"|breakfast|halal
